Fecha,Hora Local,Magnitud,Profundidad en km,Localizacion,Origen,Reportado,Latitud,Longitud
2015-04-18,20:37:00,2.5,14,3 km Nor Este de Alaska de Perez Zeledon,Fallamiento Local,Fuerte en Perez Zeledon,9.562,-83.618
2015-04-16,18:27:00,2.8,4.5,"1.4 km sur de Tejar, Cartago",Fallamiento Local,"Cartago Centro,Cachi,Turrialba, Desamparados, Tres Rios",9.8203,-83.9466
2015-04-10,01:15:00,4,43,65 km al suroeste de playa Garza,Subduccion,Zona Norte,9.4276,-85.9918
2015-04-09,21:12:00,2.4,4,3 km al sureste de Division de Perez Zeledon,Fallamiento local,"Alaska, Division",9.4871,-83.6777
2015-04-09,22:16:00,2.2,4,3 km al sur de Tobosi,Faallamiento local,Tobosi,9.8162,-83.9806
2015-04-03,12:32:00,4.8,18,6 km al sureste de San Gerardo de Dota,fallamiento local,"Valle Central, Valle del General",9.5309,-83.7524
2015-04-03,12:42:00,5.2,18,6 km al sur este de San Gerardo de Dota,Fallamiento local,"Valle Central, Valle del General",9.5064,-83.7543
2015-04-03,16:04:00,3.8,19,6 km al sur este de San Gerardo de Dota,Fallamiento local,Valle del General,9.5099,-83.755
2015-03-31,02:51:00,2.1,2,1 km nor oeste de Vara Blanca,Fallamiento Local,"Los Cartagos, San Bosco, Vara Blanca",10.173,-84.151
2015-03-31,03:09:00,4.6,5,2 km norte de Vara Blanca,Fallamiento Local,"Valle Central, Grecia, San Carlos",10.18,-84.158
2015-03-31,11:05:00,4.8,72,"1.2 km Sur de SAN JORGE, Angeles, San Ramon, Alajuela",Deformacion interna de la placa de Coco,"Valle Central, zona norte y peninsula de Nicoya",10.3,-84.59
2015-03-23,07:02:00,4.3,54,8 km al oeste de Orotina,Placa Coco,Valle Central y Pacifico Central,9.907,-84.6025
2015-03-19,03:03:00,1.6,1,5 km Nor Este de Vara Blanca,Fallamiento Local,San Rafael y Montana Azul de Vara Blanca,10.193,-84.116
2015-03-18,20:49:00,2.3,1,7 km Nor Este de Vara Blanca,Fallamiento Local,San Rafael y MontaÃ±a Azul de Vara Blanca,10.208,-84.108
2015-03-18,20:17:00,1.9,2,3 km Nor Este de Vara Blanca,Fallamiento Local,San Rafael y Montana Azul de Vara Blanca,10.192,-84.145
2015-03-18,22:05:00,2.1,2,5 km Nor Este de Vara Blanca,Fallamiento Local,San Rafael y Montana Azul de Vara Blanca,10.205,-84.132
2015-03-15,00:24:00,2.4,4,"3 km Noreste de Altos el Aguacate, San Jose",Fallamiento Local,"Escazu, Hatillo, Pavas, Alajuelita",9.686,-84.165
2015-03-14,23:37:00,3.9,76,1.6 km Norte de Sabanilla de Alajuela,Placa de Coco,Valle Central,10.09,-84.21
2015-03-14,20:56:00,2.4,25,"2 km este de San Lorenzo de Tarrazu, San Jose",Fallamineto Local,"Heredia, Tibas, Desamparados, Alajuelita, San Pedro Montes de Oca, Escazu",9.64,-84.02
2015-03-11,10:23:00,5.5,50,70  km Nor Oeste de Playa Flamingo,Subduccion,Santa Cruz,10.488,-86.424
2015-03-08,20:48:00,5.9,10,"176 km sur de Puerto Armuelles, Panama",Asociado a Fractura de Panama,Leve en Zona Central del pais,6.55,-82.74
2015-03-08,14:52:00,3.6,8,12 km Sur Oeste de San Ignacio de Acosta.,Fallamiento Local,Valle Central,9.684,-84.197
2015-02-27,04:25:00,3.5,22,"4 km al suroeste de Nosara, Guanacaste",subduccion,Guanacaste,9.9475,-85.6755
2015-02-27,05:08:00,3.6,22,"4 km al suroeste de Nosara, Guanacaste",Subduccion,Guanacaste,9.94,-85.672
2015-02-27,05:09:00,3.2,19,"2 km al suroeste de Nosara, Guanacaste",subduccion,"Nosara, Guanacaste",9.9653,-85.6534
2015-02-21,14:46:00,4.5,20,23 km Oeste de Parrita,Subduccion,Valle Central,9.436,-84.539
2015-02-21,14:56:00,2.2,4,Ubicado en Desamparados. San Jose,Fallamiento Local,"Desamparados, Escazu, Hatillo",9.905,-84.05
2015-02-18,07:12:00,4.8,46,13 Km Este de Nicoya,Intraplaca Coco,"Nicoya, Puntarenas, Canas, Samara",10.161,-85.32
2015-02-18,10:59:00,4.8,27,11 km Nor Este de San Vito de Coto Brus,Subduccion,Zona Sur y leve en el Valle Central,8.908,-82.912
2015-02-11,09:25:00,2.3,3,6 km Nor Este de Tierra Blanca. Cartago,Fallamiento Local,Tierra Blanca,9.96,-83.853
2015-02-06,11:33:00,1.9,3,1 km nor oeste de Orosi. Cartago,Fallamiento Local,Orosi,9.809,-83.861
2015-02-04,02:10:35,3.5,19,"12 km al sur de San Ignacio de Acosta, San Jose",tectonico por fallamiento local,"Aserri, Tres Rios, Escazu, Curridabat, San Ramon de Alajuela, Puriscal y Atenas",9.6829,-84.161
2015-01-26,01:06:00,2,10,2 km Sur Este del Cementerio de San Juan de Dios de Desamparados.,Fallamiento Local,"Desamparados, Hatillos, Alajuelita",9.871,-84.069
2015-01-18,12:09:00,3.9,13,6 km al SO de Cabo Blanco,Subduccion de la placa del Coco bajo la placa del Caribe.,"Cobano, Sta Teresa, Mal Pais",9.4045,-85.2413
2015-01-02,09:52:00,2.7,0.6,"2 km NO de Pastora, Pacayas de Alvarado, Cartago",Fallamiento local,Tres Rios de Cartago,9.9646,-83.8538
2016-12-31,05:31:00,2.8,1,2.75 km al NE de Pacayas de Cartago,Tectonico por falla local,"Pacvayas, Cot y Cartago",9.93,-83.83
2016-12-31,06:10:00,4,18,30 km al oeste de JacÃ³,Tectonico por subduccion,"JacÃ³, CÃ³bano, Puntarenas",9.61,-84.92
2016-12-27,07:45:00,3.8,15,15 km al sur de Quepos,Tectonico por subduccion,Quepos y Vigia de Nicoya,9.28,-84.182
2016-12-27,11:50:00,2.8,15,"2 km al norte de Nosara, Guanacaste",Tectonico,Nicoya,10,-85.65
2016-12-27,01:10:00,1.6,4,6 km al norte de Capellades de Cartago.,Tectonico por falla local,Quircot de Cartago,9.9739,-83.7933
2016-12-24,13:13:00,4.5,15,40 km al oeste de Tamarindo,TectÃ³nico por deformaciÃ³n interna de la placa del Coco,"Tamarindo, BelÃ©n, Huacas y Playas del Coco",10.4,-86.31
2016-12-19,05:52:00,3,14,20 km Nor Este de San Isidro de Heredia,TectÃ³nico Local,"Valle Central, leve.",10.147,-83.92
2016-12-14,11:07:25,1.8,3,"6.3km noroeste de Pacayas,alvarado,Cartago",Fallamiento Local,Llano Grande y Pacayas,9.9587,-83.8182
2016-12-07,22:04:00,2.8,20,9 km Suroeste de San Rafael de Guatuso.,Fallamiento Local,Rio Celeste,10.64,-84.9
2016-12-04,07:33:11,3.5,5,"6 km Norte de Pacaya, Cartago",Fallamiento Local,Valle Central,9.97,-83.81
2016-12-04,05:34:27,4,28,"15 km Norte de Quepos, Puntarenas",Fallamiento Local,"Quepos, Valle Central",9.53,-84.07
2016-12-04,09:08:13,4,24,"17 km al Norte de Dominical, Quepos, Puntarenas",Fallamiento local,"Manuel Antonio, San Isidro de Perez Zeledon.",9.41,-83.86
2016-11-30,15:50:10,4.6,22,"53 km SO de Dominical, Puntarenas",SubducciÃ³n,Quepos,8.8503,-84.1136
2016-11-30,18:25:00,5.5,2,"3.0 km NO de Capellades, Cartago",Fallamiento Local,"Valle Central. CausÃ³ pequeÃ±os deslizamientos y daÃ±os al menos en sesenta casas, segÃºn reporte de CNE y anÃ¡lisis de gira de campo.",9.948,-83.7931
2016-11-24,12:44:00,7,10,"200 km al sureste de San Salvador, El Salvador",Subduccion,"Zona Norte, Valle Central y Pacifico Central",11.9597,-88.8355
2016-11-20,01:31:41,2.5,13,"3.5 km Norte de Esterillos Centro, Parrita, Puntarenas",Fallamiento Local,"santa teresa de CÃ³bano, Puntarenas y en San Antonio de BelÃ©n",9.5616,-84.486
2016-11-19,13:51:17,4,35,3 km este de Puerto Quepos,SubducciÃ³n,"Valle Central, Puriscal",9.4254,-84.1348
2016-11-19,02:44:14,3.7,23,"12 km Suroeste de JacÃ³, Puntarenas",SubducciÃ³n,JacÃ³,9.5228,-84.6862
2016-11-18,12:32:48,3.8,20,"13 km Oeste de Brasilito, Guanacaste",SubducciÃ³n,"Villareal, Tamarindo, Matapalo, Portegolpe, Playa del Coco, Santa Cruz.",10.3896,-85.906
2016-11-07,15:06:00,3,19,18 km oeste de JacÃ³,SubucciÃ³n,JacÃ³,9.597,-84.804
2016-11-07,15:08:00,3.8,20,18 km oeste de JacÃ³,SubducciÃ³n,JacÃ³,9.579,-84.801
2016-10-30,21:40:20,2.5,1.8,1.5 NE de la cima del VolcÃ¡n IrazÃº,Fallamiento Local,Llano Grande y Tierra Blanca de Cartago,9.996,-83.847
2016-10-27,09:02:00,2.5,2,3.8 al NorEste de San Juan de Chicua,Fallamiento local,Cartago,9.9755,-83.8434
2016-10-27,17:33:00,3,1.6,1 km al noreste de la cima del volcan Irazu,fallamiento local,La Pastora del Irazu,9.9899,-83.8424
2016-10-27,17:55:00,4.7,17,"20 km al este de Puerto Armuelles, Panama",tectonico por subduccion,"David, Chiriqui, Panama",8.2782,-82.685
2016-10-26,16:27:00,4.6,54,14 km sureste de Quepos,Tectonico por subduccion,"San Jose, Cartago, Heredia, Puntarenas",9.3889,-84.0209
2016-10-25,16:35:00,4.6,43,"3 km sureste de Quepos, Puntarenas",tectonico por subduccion,"Paso Ancho, Coronado, Acosta, San Sebastian, Curridabat, Heredia",9.4187,-84.1385
2016-10-25,20:45:00,1.4,0.5,"1.4 km al noroeste de San Juan de Chicua, Cartago",TectÃ³nico por fallamiento local,San Juan de Chicua,9.9585,-83.8674
2016-10-20,05:43:00,3.4,5,"7.3 km SO de OrosÃ­, Cartago",Fallamiento Local,"ParaÃ­so, Guadalupe y Taras de Cartago, Cartago Centro.",9.742,-83.881
2016-10-17,05:16:00,1.8,15,3 km al noreste de Fortuna de Bagaces,Fallamiento local,Guayabo,10.6817,-85.1743
2016-10-16,00:54:56,2.5,12.5,"5 km SE de Ciudad ColÃ³n, San JosÃ©",Fallamiento Local,"Ciudad ColÃ³n, EscazÃº, Alajuelita, Desamparados, Santa Ana, San Francisco de Dos RÃ­os, Pavas, Uruca, San Antonio de BelÃ©n, GuachipelÃ­n, GuÃ¡cima, Salitral",9.897,-84.201
2016-10-09,01:00:00,3.9,21,15 km SO de Piedras Blancas de Osa,SubducciÃ³n,"Piedras Blancas de Osa, Puntarenas",8.684,-83.329
2016-10-08,07:48:25,2,2.3,Macizo del IrazÃº,TÃ©ctonico,"San Juan de Chicua, Cartago",9.976,-83.847
2016-10-04,05:08:00,4.3,16,"28 km SSO de Parrita, Puntarenas",SubducciÃ³n,"Paquita y Manuel Antonio de Quepos, San JosÃ©, Legua de AserrÃ­",9.322,-84.485
2016-09-29,21:11:00,3,20,24.5 km sur de JacÃ³,SubducciÃ³n,Santo Domingo de Heredia y Heredia Centro,9.4,-84.643
2016-09-26,19:48:00,3.8,28,8 km al norte de Quepos,Fallamiento local,Valle Central y Pacifico Central,9.5003,-84.1703
2016-09-24,14:14:00,3.9,13,22 km al suroeste de jaco,subduccion,Pacifico Central,9.5238,-84.8247
2016-09-22,05:01:00,2,9,4 km al sureste de Ciudad Colon,Fallamiento local,Santa Ana,9.8896,-84.2112
2016-09-21,02:48:00,3.6,25,3 km al noroeste de San Isidro de Perez Zeledon,Fallamiento local,Perez Zeledon,9.3946,-83.7255
2016-09-16,15:55:00,3.1,2,"3 km al oeste de La Central, Turrialba, Cartago",tectonico por fallamiento local,"La Central, Turrialba, Cartago",10.0029,-83.8091
2016-09-16,18:10:00,3.6,34,"7 km al este de Nicoya, Guanacaste",tectonico por subduccion,"Nicoya, Guanacaste",10.165,-85.3883
2016-09-15,03:50:04,3.2,2,"8 km al noroeste de Vara Blanca, Heredia",fallamiento local,"Cari Blanco, Dulce Nombre, PoÃ¡s",10.2044,-84.215
2016-09-13,05:13:31,4,18,"39 km oeste de Tamarindo, Guanacaste",tectonico por subduccion,"Langosta, Brasilito, Guanacaste",10.3947,-86.1802
2016-09-13,12:38:00,3.5,24,4 km al noreste de San Isidro de Perez Zeledon,Fallamiento local,Perez Zeledon,9.4,-83.6755
2016-09-12,19:09:54,3.7,40,"6.6 km al noroeste de Quepos, Puntarenas",tectonico por subduccion,"Quepos, Puntarenas; Alajuelita, Acosta, Hatillo, Aserri, Santa Ana, Escazu, Curridabat, Ciudad Colon, San Sebastian, Pavas, Rohmoser, Patarra, Desamparados, Guadalupe, Uruca, San Pedro Montes de Oca",9.4778,-84.2003
2016-09-09,23:28:00,4.2,25,16 km al noroeste de San Isidro del General,Fallamiento local,Valle Central y Perez Zeledon,9.435,-83.8455
2016-09-08,07:35:00,4.5,88,15 km sur este de San Juan del Sur. Nicaragua,SubducciÃ³n,"La Cruz, Tamarindo, Nandayure, El Coco, Carrillo",11.154,-85.78
2016-09-08,03:43:00,3.5,23,7 km al noreste de San Isidro de Perez Zeledon,Fallamiento local,Perez Zeledon,9.4162,-83.6553
2016-09-04,00:07:38,4.6,34,"11 km al Sur de Puerto Armuelles, PanamÃ¡",SubducciÃ³n,Laurel y Caucho de Corredores; Pavones de Golfito,8.19,-82.85
2016-09-04,17:07:16,4,32,"19.4 km NNO de Dominical de Osa, Puntarenas",Fallamiento Local,"Uvita de Osa, PerÃ©z  ZeledÃ³n y distritos, Acosta, TobosÃ­ de Cartago, Guadalupe, IpÃ­s de Goicoechea, San RamÃ³n de Tres RÃ­os, Coronado, Pacayas, Barva.",9.3941,-83.8778
2016-09-03,16:06:00,5.3,33,"20 km NO de Dominical de Osa, Puntarenas",Fallamiento Local,"Valle Central, PacÃ­fico Sur y Central. Pital de San Carlos, LimÃ³n Centro y Puerto Viejo de LimÃ³n.",9.3971,-83.8778
2016-08-31,21:00:12,4.2,88,3.6 km Norte de Carrizal de Alajuela,DeformaciÃ³n Interna Placa del Coco,"Valle Central; sentido leve en Acosta, Puriscal, San Mateo, Esparza, Grecia, Miramar, Monteverde, Lepanto, Abangares, Nandayure y Hojancha",10.1187,-84.161
2016-08-30,09:48:00,4.1,24,3 km sur de Ciudad Neilly,Subduccion,Zona Sur,8.636,-82.931
2016-08-27,21:43:00,3.5,55,2 km al suroeste de San Marcos de TarrazÃº,TectÃ³nico por fallamiento interno de la placa del Coco,"Los Santos, Cartago, ParaÃ­so, Quepos, PÃ©rez ZeledÃ³n, Acosta, Alajuelita y Pavas.",9.6488,-84.0344
2016-08-25,07:34:00,4.9,42,17 km Nor Oeste de Ciudad CortÃ©s. Zona Sur,SubducciÃ³n. DeformaciÃ³n Interna  placa de Coco,Zona Sur y Valle Central,9.018,-83.669
2016-08-25,12:53:00,4.2,29,"31 km al suroeste de Playa Mal pais, Puntarenas",subduccion,Cobano,9.4559,-85.3929
2016-08-25,22:35:00,3.1,77,1 km Norte de Multiplaza EscazÃº,SubucciÃ³n,Valle Central leve,9.952,-84.154
2016-08-20,19:23:00,2.3,3,6 km al SE de GuÃ¡piles,TectÃ³nico por fallamiento local.,"GuÃ¡piles, GuÃ¡cimo y JimÃ©nez",10.1647,-83.7393
2016-08-18,19:19:00,4,66,4 km Este de Palmichal de Acosta,Subduccion,Valle Central,9.848,-84.175
2016-08-18,23:47:00,3.3,40,16 km sur de Santa Maria de Dota,Intraplaca,"VAlle Central, Perez Zeledon.",9.508,-83.945
2016-08-17,10:06:00,4.7,20,7 km Oeste de San Marcos de Tarrazu,Fallamiento Local,"VAlle Central, Perez Zeledon, SAn CArlos",9.65,-84
2016-08-16,06:23:00,3.5,20,11 km oeste de Golfito,SubucciÃ³n,Golfito,8.566,-83.24
2016-08-09,00:24:00,4.3,16,"15 km al sureste de Punta Banco, Zona Sur",subduccion,"Laurel,Pavones,Puerto Armuelles, Rio Claro",8.2433,-83.0335
2016-08-08,04:48:00,3.3,6,"14 km al noreste de San Isidro del General, San Jose",fallamiento local,"Buena Vista, Pueblo Nuevo de Rivas y Los Angeles de Paramo, Perez Zeledon",9.4979,-83.6591
2016-08-08,21:53:00,3.4,23,15 km al este de Santa Maria de Dota,Fallamiento local,"Zona de los Santos, Valle Central, Perez Zeledon",9.6505,-83.8304
2016-08-07,00:09:00,4.8,14,"21 km al noreste de Puerto Viejo de Sarapiqui, Heredia",fallamiento local,Todas las provincias excepto Guanacaste y Puntarenas,10.5839,-83.8584
2016-08-03,06:05:40,4.2,85.7,"2.7 km al norte El Ostional, Nicaragua",Deformacion placa del Coco,"Santa Cruz, Playa del Coco, Guanacaste",11.1361,-85.8722
2016-08-03,01:21:20,2.2,101.7,"24 km Sur Puerto Viejo, Sarapiqui, Heredia",Deformacion placa del Coco,"Heredia, Ciudad Colon, Curridabat",10.2358,-84.0228
2016-07-30,08:23:47,3,9.5,"5.4 km este de Frailes de Desamparados, San JosÃ©",Fallamiento Local,"RÃ­o Azul, San Pablo de LeÃ³n CortÃ©s, Corralillo, Quebradillas y Tejar en Cartago, Desamparados, AserrÃ­, Santa MarÃ­a de Dota, San Francisco de Dos RÃ­os, San Ignacio de Acosta, TibÃ¡s, San JosÃ©",9.7609,-84.0075
2016-07-30,13:28:44,3.5,49,"1.6 SE de Matapalo de Savegre, Quepos",SubducciÃ³n,Perez ZeledÃ³n,9.3163,-83.9503
2016-07-27,04:50:00,4.2,22,20 km al norte de Parrita,fallamiento local,valle Central y Pacifico Central,9.6955,-84.3528
2016-07-26,09:51:00,3.8,21,"27 km suroeste de Jaco, entrada Golfo de Nicoya",subduccion,"Paquera,Jicaral, Lepanto",9.5342,-84.8719
2016-07-25,15:22:00,2.8,5,6 km al sur de Tobosi de Cartago,fallamiento local,Valle Central y zona de los santos,9.7796,-84.0083
2016-07-25,15:32:00,3.1,7,15 km al suroeste de San Gerardo de Dota,fallamiento local,Valle Central y zona de los santos,9.4452,-83.8811
2016-07-24,18:32:00,4,11,15 km al suroeste de San Gerardo de Dota,fallamiento local,Pacifico centro y Perez Zeledon,9.4461,-83.8815
2016-07-22,23:26:00,4.2,11,42 km al suroeste de Playa Dominical,subduccion,valle central,8.9283,-84.1076
2016-07-21,00:40:00,2.5,8,"4.2 km SO de Salitral de Santa Ana, San JosÃ©",Fallamiento Local,"EscazÃº, Santa Ana, Heredia Centro, Ciudad ColÃ³n, AserrÃ­, Pavas",9.8918,-84.2125
2016-07-21,00:49:00,4.7,31,"57 km SSO de Puerto Quepos, Puntarenas",SubducciÃ³n,"Quepos, Santa Ana, EscazÃº, Tres RÃ­os, AserrÃ­, San JosÃ© Centro, Cartago Centro y Pavas",8.9364,-84.3018
2016-07-20,22:28:00,2.9,19,"2.74 km SO de Salitral de Santa Ana, San JosÃ©",Fallamiento Local,"Piedades de Santa Ana, EscazÃº, San Rafael de EscazÃº, Ciudad ColÃ³n, Santa Ana, BelÃ©n, Alajuela Centro,Pavas",9.9001,-84.2021
2016-07-14,11:27:00,2.2,18,"Santa Ana, San Jose",Fallamiento local,Santa Ana,9.9249,-84.1804
2016-07-08,07:09:00,4.4,36,65 km oeste de Nosara. Guancaste,SubucciÃ³n,Nosara y  Veintisiete de abril,9.928,-86.216
2016-07-02,19:58:00,5.3,13,5 km Norte de Bijagua de Upala,Fallamiento Local,"Bijagua, Upala, Armenias, Fortuna de Bagaces",10.7752,-85.0608
2016-07-02,20:16:00,4.8,11,6.8 km Norte de Bijagua de Upala,Fallamiento Local,"Bijagua, Upala, Armenias, Fortuna de Bagaces",10.7911,-85.044
2016-07-02,20:02:00,4,5.5,4 km Norte de Bijagua de Upala,Fallamiento Local,Bijagua de Upala,10.7675,-85.0471
2016-07-02,20:03:00,4.2,3,6 km Norte de Bijagua de Upala,Fallamiento Local,Bijagua de Upala,10.7865,-85.0553
2016-07-01,07:43:00,3.4,16,"3 Km al oeste de Nosara, Guanacaste",TectÃ³nico por subducciÃ³n,Nosara,9.9742,-85.6759
2016-07-01,07:49:00,4,16,"4 Km al oeste de Nosara, Guanacaste",TectÃ³nico por subducciÃ³n,Nosara y Curridabat,9.9657,-85.6855
2016-07-01,08:18:00,2.4,14,2 km al sur oeste de Nosara,TectÃ³nico por subducciÃ³n,Nosara,9.9743,-85.6642
2016-07-01,08:25:00,2.7,1,5 Km al NE de Nosara,TectÃ³nico por subducciÃ³n,Nandayure leve,10.0205,-85.6327
2016-07-01,15:42:00,2.5,10,4 km al sur oeste de Santa Ana,Fallamiento local,"Santa Ana, Escazu, Ciudad Colon, Heredia",9.893,-84.1993
2016-06-29,10:28:00,2.7,4,12 km al SW de Cartago,TectÃ³nico por fallamiento local,"Cartago, Zapote, Alajuelita, Pavas.",9.7376,-83.9487
2016-06-28,08:49:00,2.2,5,1 km al norte de San Antonio de Belen,Fallamiento local,"San Joaquin, Alajuela y Heredia",9.9855,-84.1865
2016-06-27,01:12:00,3.4,10,7 km al suroeste de Siquirres,Fallamiento local,"Siquirres, Pocora, Sarapiqui",10.0803,-83.5729
2016-06-25,10:13:10,2.2,15,"2.5 km al suroeste de Salitral de Santa Ana, San Jose",fallamiento local,"Santa Ana y Escazu, San Jose",9.8993,-84.1998
2016-06-22,03:47:01,3.9,85.6,"14 km al suroeste de Poco Sol, Alajuela",Deformacion Placa subducida del Coco,"Junta de Abangares, Miramar de Puntarenas y Santa Ana, San Jose",10.3287,-84.7432
2016-06-20,12:12:00,2.5,8,1 km Sur Oeste de Guayabo de Bagaces,Fallamiento Local,Guayabo y la Fortuna de Bagaces,10.699,-85.213
2016-06-15,12:17:00,4.5,30,"17 km al sur de Laurel, Zona Sur",subduccion,Zona Sur y Valle Central,8.3641,-82.9101
2016-06-09,18:20:00,2,1,San Rafael de Oreamuno. Cartago.,Fallamiento Local,Cartago,9.875,-83.9
2016-06-05,15:20:00,4.7,32,3 km al sureste de Laurel de Corredores,subduccion,zona Sur,8.4333,-82.8879
2016-06-04,16:19:00,4.3,10,1.1 Km Noreste de Biolley de Puntarenas,Fallamiento local,Palmar Norte,9.0005,-83.0786
2016-05-31,00:12:00,4.4,49,15 km al suroeste de Quepos,subduccion,Pacifico Central y Valle Central,9.379,-84.3112
2016-05-25,08:09:00,1.9,16,Salitral de Santa Ana,Fallamiento local,Salitral,9.9137,-84.1802
2016-05-25,09:02:00,3,5,3 km SE de Ciudad ColÃ³n,Fallamiento Local,"EscazÃº, Santa Ana, Heredia Centro, Ciudad ColÃ³n",9.8996,-84.2149
2016-05-25,19:02:00,4.9,191,12 km norte de Rivas. Nicaragua,SubducciÃ³n. DeformaciÃ³n Interna  placa de Coco,"Puntarenas, Nicoya,, Nandayure, Miramar.",11.538,-85.854
2016-05-24,14:18:00,3.3,1,1.5 km al Norte del crÃ¡ter del volcÃ¡n Turrialba,TectÃ³nico por fallamiento local,Santa Cruz de Turrialba,10.0294,-83.7682
2016-05-23,07:54:00,4.3,16,7 km oeste de Golfito,Tectonico por deformaciÃ²n interna de placa de Coco.,Golfito,8.596,-83.216
2016-05-17,22:03:00,3.5,59,12 km al sur de San Marcos de Tarrazu,Intraplaca Coco,"Quepos, Valle Central",9.5465,-84.0504
2016-05-10,06:42:00,1.6,3,Desamparados,Fallamiento Local,Alajuelita y Desamparados,9.891,-84.065
2016-05-06,11:59:00,4.3,33,7 km al noroeste de San Gerardo de Dota,Fallamiento local,Valle Central y Pacifico Central,9.5829,-83.8656
2016-05-04,17:02:18,3.8,48,8 km al este de Quepos,Intra Placa,"Ciudad Colon, Tarrazu, Guadalupe",9.4405,-84.0855
2016-05-03,09:20:00,2.1,20,3 km Sur de EscazÃº,Fallamiento Local,"EscazÃº, Ciudad ColÃ³n y Santa Ana",9.936,-84.151
2016-05-03,09:21:00,2.1,10,5 km este de Ciudad ColÃ³n,Fallamiento Local,"EscazÃº, Santa Ana y Ciudad ColÃ³n",9.916,-84.198
2016-05-03,09:24:00,1.9,18,4 km Sur Este de Brasil de Santa Ana,Fallamiento Local,"EscazÃº, Santa Ana y Ciudad ColÃ³n",9.927,-84.194
2016-05-01,18:45:00,2.5,5,6 km Noreste de Llano Grande de Cartago,Fallamiento Local,Llano Grande de Cartago,9.98,-83.87
2016-04-24,00:02:00,1.8,2.4,5 km al este del volcan Irazu,TectÃ³nico por fallamiento local,"Pacayas, Oreamuno y Paraiso",9.9802,-83.8047
2016-04-24,00:09:00,3.2,0.6,5 km al este del volcan Irazu,Tectonico por fallamiento local,"Pacayas, Oreamuno y Paraiso",9.9693,-83.8047
2016-04-22,09:14:00,2.2,20,10 km al oeste de playa Tamarindo,intraplaca,Tamarindo,10.3063,-85.9708
2016-04-22,13:14:00,3.6,4,"5 km suroeste de Liverpool, Limon",fallamiento local,"Limon centro, Buffalo, Matina, Liverpool",9.9626,-83.1717
